question,answer
Jezebel needs to buy two dozens of red roses and 3 pieces of sunflowers for a bouquet that she is going to arrange. Each red rose costs $1.50 and each sunflower costs $3. How much will Jezebel pay for all those flowers?,"Jezebel needs to buy 2 x 12 = <<2*12=24>>24 red roses.
Twenty-four red roses will cost 24 x $1.50 = $<<24*1.5=36>>36.
Three sunflower will cost 3 x $3 = $<<3*3=9>>9.
Thus, Jezebel will pay $36 + $9 = $<<36+9=45>>45 for all those flowers.
#### 45"
"Emily has 7 times as many oranges as Sandra. Sandra has 3 times as many oranges as Betty. If Betty has 12 oranges, how many oranges does Emily have?","Sandra has 3 * 12 = <<3*12=36>>36 oranges.
So, Emily has 7 * 36 = <<7*36=252>>252 oranges.
#### 252"
Yanna bought ten shirts at $5 each and three pairs of sandals at $3 each.  How much change did she get back if she gave a one hundred dollar bill?,"Ten shirts cost 10 x $5 = $<<10*5=50>>50.
And, three pairs of sandals cost 3 x $3 = $<<3*3=9>>9.
Thus, she spent $50 + $9= $<<50+9=59>>59.
Therefore, she got back change of $100 - $59 = $<<100-59=41>>41.
#### 41"
"If olivine has 5 more precious stones than agate and diamond has 11 more precious stones than olivine, how many precious stones do they have together if agate has 30 precious stones?","Since Agate has 30 precious stones and Olivine has 5 more precious stones, then Olivine has 30+5 = <<30+5=35>>35 precious stones.
The total number of stones Olivine and Agate has is 35+30 = <<35+30=65>>65
Diamond has 11 more precious stones than Olivine, who has 35 stones, meaning Diamond has 35+11= <<11+35=46>>46 precious stones
In total, they all have 65+46 = <<65+46=111>>111 precious stones.
#### 111"
"Marco owns an ice cream truck.  His ice cream cones are $5 each.  If his expenses are 80% of total sales for the day, how many ice cream cones would he need to sell to make a $200 profit for the day?","His expenses are 80/100 = 4/5.
His profit would be 20/100 = 1/5.
Total sales for the day is $200 x 5 = $<<200*5=1000>>1000.
Total ice cream cones he sells is $1000 / 5 = <<1000/5=200>>200.
#### 200"
"The movie theater sold 18 more than three times the number of tickets to the horror movie as it did to the romance movie. If the theater sold 25 tickets to the romance movie, how many tickets did it sell to the horror movie?","Three times the number of tickets to the romance movie is 25*3=<<25*3=75>>75 tickets
The horror movie sold 75+18=<<75+18=93>>93 tickets
#### 93"
"A woman needs to buy 16 oz of butter for a dessert recipe.  She can either buy a single 16 oz package of the store-brand butter for $7, or she can buy an 8oz package of store butter for $4 and use a coupon to get an additional two 4 oz packages that normally sell for $2.0 each at a 50% discount (which is applied to each 4oz package separately).  What is the lowest price she can pay for the 16 oz of butter she needs?","If she uses the coupon, she will pay 2*0.5 = $<<2*0.5=1>>1 for each 4oz package.
Thus, she will pay 4 + 2*1 = $<<4+2*1=6>>6 in total for the 8oz package and the two 4oz packages she needs to reach 16 oz of butter when using the coupon.
Therefore, the lowest amount she can pay is $6, as this is cheaper than the $7 price for a 16 oz package.
#### 6"
"Sally teaches elementary school and is given $320 to spend on books for her students. A reading book costs $12 and there are 30 students in her class. Unfortunately, if the money she is given by the school to pay for books is not sufficient, she will need to pay the rest out of pocket. How much money does Sally need to pay out of pocket, to buy every student a reading book?","To purchase a book for each student, Sally needs: 30 x $12 = $<<30*12=360>>360.
She thus needs to pay $360 - $320 = $<<360-320=40>>40 out of pocket.
#### 40"
"Cary is trying to strip the ivy off a tree in her yard. She strips 6 feet of ivy every day, but the ivy grows another 2 feet every night. If the tree is covered by 40 feet of ivy, how many days will it take Cary to strip all the ivy off?","First find the net amount of ivy Cary removes each day by subtracting the ivy's growth from the amount she removes: 6 feet/day - 2 feet/day = <<6-2=4>>4 feet/day
Then divide the total feet of ivy by the net amount Cary removes each day to find how many days it takes her to remove all the ivy: 40 feet / 4 feet/day = <<40/4=10>>10 days
#### 10"
"There are 50 apples and 40 oranges in the cafeteria. If an apple costs $0.80 and an orange costs $0.50, how much does the cafeteria earn for apples and oranges if there are only 10 apples and 6 oranges left?","Counting the remaining 10 apples. There were 50 - 10 = <<50-10=40>>40 apples sold.
Counting the remaining 6 oranges. There were 40 - 6 = <<40-6=34>>34 oranges sold.
The amount of sales for the apples is $0.8 x 40 = $<<0.8*40=32>>32.
The amount of sales for the oranges is $0.5 x 34 = $<<0.5*34=17>>17.
The cafeteria's total earnings are $32 + $17 = $<<32+17=49>>49.
#### 49"
The sum of the three sides of a triangle is 50. The right side of the triangle is 2 cm longer than the left side. Find the value of the triangle base if the left side has a value of 12 cm.,"If the left side of the triangle is 12, and the right side is 2 cm longer, the right side is 12+2 = <<12+2=14>>14 cm long.
The sum of the left and right sides of the triangle is 14+12 = <<14+12=26>>26 cm.
If the sum of all sides of the is 50, and the left and right sides of the triangle are 26, the triangle base is 50-26 = <<50-26=24>>24 cm.
#### 24"
Jean has 60 stuffies.  She keeps 1/3 of them and then gives away the rest.  She gives 1/4 of what she gave away to her sister Janet.  How many stuffies did Janet get?,"Jean kept 60/3=<<60/3=20>>20 stuffies
That means she gave away 60-20=<<60-20=40>>40 stuffies
So Janet got 40/4=<<40/4=10>>10 stuffies
#### 10"
"Nathan went to the arcade. He played the air hockey game 2 times and the basketball game 4 times. If each game cost 3 tokens, how many tokens did he use?","Nathan played a total of 2 air hockey + 4 basketball = <<2+4=6>>6 games.
This cost him 6 games x 3 tokens each = <<6*3=18>>18 tokens.
#### 18"
"Turner wants to ride the rollercoaster 3 times, the Catapult 2 times and the Ferris wheel once. It costs 4 tickets to ride the rollercoaster, 4 tickets to ride the Catapult and 1 ticket to ride the Ferris wheel. How many tickets does Turner need?","The number of tickets needed for the rollercoaster is 3 rides × 4 tickets/ride = <<3*4=12>>12 tickets.
The number of tickets needed for the Catapult is 2 rides × 4 tickets/ride = <<2*4=8>>8 tickets.
The number of tickets needed for the Ferris wheel is 1 ride × 1 ticket/ride = <<1*1=1>>1 ticket.
Turner needs 12 tickets + 8 tickets + 1 tickets = <<12+8+1=21>>21 tickets.
#### 21"
"Hot dog buns come in packages of 8. For the school picnic, Mr. Gates bought 30 packages of hot dog buns. He has four classes with 30 students in each class. How many hot dog buns can each of Mr. Gates' students get?","Mr. Gates bought 30 x 8 = <<30*8=240>>240 hot dog buns.
In his four classes, he has a total of 4 x 30 = <<4*30=120>>120 students.
Therefore, each of his students can get 240/120 = <<240/120=2>>2 hot dog buns.
#### 2"
"There are 35 books on the cart. There are five fiction books, 4 more non-fiction books than fiction books, 2 times as many autobiographies as fiction books, and the rest picture books. How many books were picture books?","There are 5+4 = <<5+4=9>>9 non-fiction books on the cart.
There are 2*5 = <<2*5=10>>10 autobiographies on the cart.
There are 5+9+10 = <<5+9+10=24>>24 fiction, non-fiction, and autobiography books on the cart.
There are 35-24 = <<35-24=11>>11 picture books on the cart.
#### 11"
"Suzanne wants to raise money for charity by running a 5-kilometer race. Her parents have pledged to donate $10 for her first kilometer and double the donation for every successive kilometer. If Suzanne finishes the race, how much money will her parents donate?","For the 2nd kilometer, the donation will be $10 * 2 = $<<10*2=20>>20.
For the 3rd kilometer, the donation will be $20 * 2 = $<<20*2=40>>40.
For the 4th kilometer, the donation will be $40 * 2 = $<<40*2=80>>80.
For the final kilometer, the donation will be $80 * 2 = $<<80*2=160>>160.
For the entire race the donation will be $10 + $20 + $40 + $80 + $160 = $<<10+20+40+80+160=310>>310.
#### 310"
James buys a weight vest for $250.  He then buys 200 pounds of weight plates for $1.2 per pound.  A 200-pound weight vest would cost $700 but there is a $100 discount.  How much does he save with his vest?,"The weight plates cost 200*1.2=$<<200*1.2=240>>240
So his vest cost 250+240=$<<250+240=490>>490
He could get the other vest for 700-100=$<<700-100=600>>600
So he saved 600-490=$<<600-490=110>>110
#### 110"
A mailman has to deliver 48 pieces of junk mail.  There are 8 houses on the block.  2 of the houses have white mailboxes and 3 have red mailboxes.  How many pieces of junk mail will each of those houses get?,"The mailman has 48 pieces of junk mail / 8 houses = <<48/8=6>>6 pieces per house.
The houses with white mailboxes get 2 * 6 pieces = <<2*6=12>>12 pieces of junk mail.
The houses with red mailboxes get 3 * 6 pieces = <<3*6=18>>18 pieces of junk mail.
The houses with red and white mailboxes will get a total of 12 + 18 = <<12+18=30>>30 pieces of junk mail.
30/5 = <<30/5=6>>6 pieces of junk mail each
#### 6"
"Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours?","First hour: <<13=13>>13
Second hour:13(2)=26
Third hour: 26(2)=52
Total:13+26+52=<<13+26+52=91>>91 questions
#### 91"
"Sam works at the Widget Factory, assembling Widgets. He can assemble 1 widget every 10 minutes. Jack from the loading dock can help assemble widgets when he doesn't have anything else to do. When he helps, they put together 2 complete widgets every 15 minutes. Recently the factory hired Tony to help assemble widgets. Being new to the job, he doesn't work as fast as Sam or Jack. Yesterday Sam worked for 6 hours before he had to leave work early for a dentist appointment. Jack was able to help out for 4 hours before he had to go back to the loading dock to unload a new shipment of widget materials. Tony worked the entire 8-hour shift. At the end of the day, they had completed 68 widgets. How long does it take Tony to assemble a Widget, in minutes?","Sam completes a widget every 10 minutes.
When Jack helps they finish 2 in 15 minutes. Sam has finished 1 widget and has begun working on another one, and Jack finishes the second one at 15 minutes. So it takes Jack 15 minutes to complete a widget.
Sam worked for 6 hours yesterday, so he was able to complete 6 hours * 60 minutes per hour / 10 minutes per widget = <<6*60/10=36>>36 widgets.
Jack worked for 4 hours, so he was able to complete 4 hours * 60 minutes per hour / 15 minutes per widget = <<4*60/15=16>>16 widgets.
Sam, Jack, and Tony were able to complete 68 widgets together. So of those, Tony personally completed 68 widgets - 36 widgets - 16 widgets = <<68-36-16=16>>16 widgets.
It took Tony 8 hours to complete those 16 widgets, so he takes 8 hours * 60 minutes per hour / 16 widgets = <<8*60/16=30>>30 minutes per widget.
#### 30"
"I caught 4 fewer fish than the number in my tank and added them to my fish tank. If the tank has 20 fish right now, how many did I add?","Let's say the number of fish that was in the tank before was x
If you caught 4 fewer fish than the number that was there, then you caught x-4
After adding x-4 fish into the tank, the tank now had 20 fish, meaning the total number of fish in the tank is x+x-4=20
2x=20+4
The total number of fish that was initially in the tank is 2x=24
Initially, there were x=24/2 fish in the tank
x=<<12=12>>12
If you caught 4 fewer fish than the number in my tank initially, you caught 12-4=<<12-4=8>>8 fish.
#### 8"
Every morning Harry takes 15 minutes to buy coffee and a bagel and twice that long to read the paper and eat before going in to work. How long does Harry's morning routine take?,"First find the time Harry spends eating: 15 minutes * 2 = <<15*2=30>>30 minutes
Then add the time he spends buying breakfast to find the total time: 30 minutes + 15 minutes = <<30+15=45>>45 minutes
#### 45"
"Wild Bill can shoot a pistol while riding his horse at full speed.  His horse runs at 20 feet per second, and a bullet fired from his gun flies at a speed of 400 feet per second.  But if he fires a gun while riding his horse, and the gun is aimed in the same direction that the horse is running, how much faster, in feet per second, is the bullet flying than if he fires the bullet in the opposite direction of what the horse was running?","If he fires a bullet in the same direction as the direction that the horse is running, the total speed of the bullet is the sum of the speed the bullet was propelled out of the gun plus the speed of the horse, for a combined speed of 400+20=<<400+20=420>>420 feet per second.
If he fires a bullet in the opposite direction as the direction in which the horse is running, then the total speed of the bullet is the speed the bullet was propelled out of the gun minus the speed of the horse, for a resulting speed of 400-20=<<400-20=380>>380 feet per second.
Thus, when firing the gun in the same direction as the horse is running, the bullet moves at 420-380=<<420-380=40>>40 feet per second faster than when he fires the bullet in the opposite direction as what the horse is running.
#### 40"
