question,answer
There are 24 toys in the box and ¼ of them are action figures. The remaining toys are all dolls. How many dolls are there?,"How many action figures are there? ** Since there are 24 toys in the box, there are ¼ * 24 = 6 action figures.
How many dolls are there? ** Because the rest of the toys are dolls, there are 24 - 6 = <<24-6=18>>18 dolls in the box.
#### 18"
John takes a 10-minute shower every other day for 4 weeks. If his shower uses 2 gallons of water per minute.  How much water does he use in those 4 weeks?,"How many days are in those 4 weeks? ** There are 4*7=<<4*7=28>>28 days in those 4 weeks
How many showers does John take in those 4 weeks? ** That means he takes 28/2=<<28/2=14>>14 showers
How many minutes of showers does John take in those 4 weeks? ** So he takes a total of 14*10=<<14*10=140>>140 minutes of showers
How much water does John use in those 4 weeks? ** So he uses 2*140=<<2*140=280>>280 gallons of water
#### 280"
"Stephen rides his bicycle to church.  During the first third of his trip, he travels at a speed of 16 miles per hour. During the second third of his trip, riding uphill, he travels a speed of 12 miles per hour.  During the last third of his trip, he rides downhill at a speed of 20 miles per hour.  If each third of his trip takes 15 minutes, what is the distance Stephen rides his bicycle to church, in miles?","How many minutes are in each third of Stephen's trip? ** 15 minutes is 15/60=<<15/60=0.25>>0.25 hours.
How many miles does Stephen travel in the first third of his trip? ** Traveling 15 minutes at 16 miles per hour, Stephen travels 16*0.25 = 4 miles.
How many miles does Stephen travel in the second third of his trip? ** Traveling 15 minutes at 12 miles per hour, Stephen travels 12*0.25 = 3 miles.
How many miles does Stephen travel in the last third of his trip? ** Traveling 15 minutes at 20 miles per hour, Stephen travels 20*0.25 = 5 miles.
How many miles does Stephen travel in total? ** All together, Stephen travels 4+3+5=<<4+3+5=12>>12 miles.
#### 12"
"42 raspberries, blackberries, and blueberries were picked in total. If half of all the berries had been raspberries, and a third of the berries were blackberries, how many of them were blueberries?","How many raspberries were picked? ** 42/2 = <<42/2=21>>21 raspberries had been picked.
How many blackberries were picked? ** 42/3 = <<42/3=14>>14 blackberries had been picked.
How many raspberries and blackberries were picked? ** 21+14 = <<21+14=35>>35 raspberries and blackberries had been picked.
How many of the berries were blueberries? ** 42-35 = <<42-35=7>>7 blueberries had been picked.
#### 7"
"In today's field day challenge, the 4th graders were competing against the 5th graders.  Each grade had 2 different classes.  The first 4th grade class had 12 girls and 13 boys.  The second 4th grade class had 15 girls and 11 boys.  The first 5th grade class had 9 girls and 13 boys while the second 5th grade class had 10 girls and 11 boys.  In total, how many more boys were competing than girls?","How many girls were competing? ** When you add up all the girls from all 4 classes, you had 12+15+9+10= <<12+15+9+10=46>>46 girls
How many boys were competing? ** When you add up all the boys from all 4 classes, you had 13+11+13+11 = <<13+11+13+11=48>>48 boys
How many more boys were competing than girls? ** There are 48 boys and 36 girls so 48-46 = 2 more boys
#### 2"
"Katerina purchases 3 pots and 4 pans at the home goods store. Each pot costs $20. The total cost of Katerina's items is $100. If each pan is the same price, what is the cost of 2 pans?","How much do the pots cost? ** The cost of the pots is 3 * $20 = $<<3*20=60>>60
How much do the pans cost? ** The cost of 4 pans is $100 - $60 = $40
How much does each pan cost? ** Since each pan is the same price, the cost of 1 pan is $40 / 4 = $<<40/4=10>>10
How much do 2 pans cost? ** The cost of 2 pans is $10 + $10 = $<<10+10=20>>20
#### 20"
"Tiffany attends the carnival and her mother gives her $3 to play on a ring toss game. For every red bucket she tosses a ring into she gets 2 points. For every green bucket she gets three points. She gets zero points for a miss. Every play costs her $1 and she gets 5 rings per play. She's played two games and already gotten 4 red buckets and 5 green buckets. If she plays until her money runs out, what is the most total points she can get for all three games?","How many points does she get for red buckets? ** She has 8 points from red buckets because 4 x 2 = <<4*2=8>>8
How many points does she get for green buckets? ** She has 15 points from green buckets because 5 x 3 = <<5*3=15>>15
How much money has she spent? ** She has spent $2 on games because 2 x 1 = <<2*1=2>>2
How much money does she have left? ** She has $1 left to spend because 3 - 2 = <<3-2=1>>1
How many more games can she play? ** She can play one more game because 1 / 1 = <<1/1=1>>1
How many points does the best bucket give? ** The best bucket gives three points because 3 > 2
How many points does she get for the final game? ** The most she can earn in the final game is 15 because 5 x 3 = <<5*3=15>>15
How many points does she get in total? ** The most she can score overall is 38 because 8 + 15 + 15 = <<8+15+15=38>>38
#### 38"
"Caleb, Andy and Billy went on a picnic with their father. Billy took 6 candies with him, Caleb took 11 and Andy left with 9. On the way, their father bought a packet of 36 candies. He gave 8 candies to Billy, 11 to Caleb and the rest to Andy. How many more candies does Andy now have than Caleb?","How many candies did Billy take? ** Billy took some candies and got more from his father for a total of 6+8 = <<6+8=14>>14 candies
How many candies does Caleb have? ** Caleb has a total of 11+11 = <<11+11=22>>22 candies
How many candies did their father give out? ** Their father gave out 8+11 = <<8+11=19>>19 candies from a pack of 36
How many candies did their father give to Andy? ** He gave the rest which is 36-19 = <<36-19=17>>17 candies to Andy
How many candies does Andy now have than Caleb? ** Andy has a total of 9+17 = <<9+17=26>>26 candies
How many more candies does Andy now have than Caleb? ** Andy has 26-22 = <<26-22=4>>4 more candies than Caleb
#### 4"
"Michael wants to dig a hole 400 feet less deep than twice the depth of the hole that his father dug. The father dug a hole at a rate of 4 feet per hour. If the father took 400 hours to dig his hole, how many hours will it take for Michael to dig a hole that is 400 feet less than twice as deep as his father's hole working at the same rate?","How deep was the father's hole? ** Since the father dug a hole with a rate of 4 feet per hour, if the father took 400 hours digging the hole, he dug a hole 4*400 = <<4*400=1600>>1600 feet deep.
How deep is the hole that Michael's father dug? ** Twice the depth of the hole that Michael's father dug is 2*1600 = <<2*1600=3200>>3200 feet
How deep does Michael want to dig? ** Michael wants to dig a hole 400 feet less than twice the depth of the hole that his father dug, meaning he wants to dig a hole 3200-400 = 2800 feet deep.
How many hours will it take Michael to dig a hole that is 400 feet less than twice as deep as his father's hole working at the same rate? ** To dig a hole that is 400 feet less than twice as deep as his father's hole working at a rate of 4 feet per hour, Michael will have to work for 2800/4 = 700 hours.
#### 700"
"To get to the library, Jill spends 12 minutes waiting for her first bus, 30 minutes riding on her first bus, and half the combined wait and trip time on her second bus. How many minutes does her second bus ride take?","How many minutes does Jill spend waiting for and riding the first bus? ** First add the time spent waiting for the first bus to the time spent on it: 12 minutes + 30 minutes = <<12+30=42>>42 minutes
How many minutes does Jill spend on the second bus? ** Then divide that time by 2 to find the time she spends on the second bus: 42 minutes / 2 = <<42/2=21>>21 minutes
#### 21"
Geordie takes a toll road on his drive to work and back every day of his five-day workweek. The toll is $12.50 per car or $7 per motorcycle. Both his car and his motorcycle get 35 miles per gallon of gas and the commute to work is 14 miles. Gas costs him $3.75 per gallon. Geordie drives his car to work three times a week and his motorcycle to work twice a week. How many dollars does he spend driving to work and back on the same route in a week?,"How much does Geordie pay in car tolls? ** Geordie pays 12.50 * 3 = $<<12.50*3=37.50>>37.50 for car tolls driving to work three times a week.
How much does Geordie pay in motorcycle tolls? ** He pays 7 * 2 = $<<7*2=14>>14 for motorcycle tolls driving to work twice a week.
How many miles does Geordie drive to work? ** He drives 14 * 5 = <<14*5=70>>70 miles to work each five-day workweek.
How many gallons of gas does Geordie use? ** He uses 70 / 35 = <<70/35=2>>2 gallons of gas on the drive.
How much does Geordie spend on gas? ** He spends 3.75 * 2 = $<<3.75*2=7.50>>7.50 on gas each week.
How much does Geordie spend driving to work? ** Thus, he spends 37.50 + 14 + 7.50 = $<<37.50+14+7.50=59>>59 driving to work.
How much does Geordie spend driving to work and back? ** Since he drives to work and back from work, he spends 59 * 2 = $<<59*2=118>>118 a week.
#### 118"
"Savannah is wrapping presents for her friends and family for Christmas. She has bought 3 rolls of wrapping paper to wrap 12 gifts. If it takes 1 roll to wrap 3 gifts and 1 roll to wrap 5 other gifts, if there is no wrapping paper leftover after Savannah wraps the rest of the gifts, how many gifts did she wrap with the third roll of paper?","How many gifts did Savannah wrap with the first two rolls of paper? ** Savannah has 12 gifts to give her friends and family and has already wrapped 3 gifts + 5 gifts = 8 gifts already wrapped with the first two rolls of paper.
How many gifts does Savannah wrap with the third roll of paper? ** She started off with 12 gifts to wrap and has already wrapped 8, 12 - 8 = <<12-8=4>>4 gifts she wraps with the third roll of paper.
#### 4"
"Carla needs to drive her car to do a bunch of errands. She needs to drive 8 miles to the grocery store, 6 miles to pick up her kids from school, 12 miles to drop her kids off at soccer practice, and twice the distance from the school to soccer practice to get everyone home again. If Carla's car gets 25 miles per gallon, and gas costs $2.50, how much will Carla have to spend on gas for her trip?","How far is it from soccer practice to home? ** First find the distance between soccer practice and home by multiplying the distance between soccer practice and school by 2: 12 miles * 2 = <<12*2=24>>24 miles
How far does Carla drive? ** Then find the total distance Carla drives by adding the length of each trip: 24 miles + 12 miles + 6 miles + 8 miles = <<24+12+6+8=50>>50 miles
How many gallons of gas does Carla need? ** Then find how many gallons of gas she needs by dividing the distance of the trip by her car's gas mileage: 50 miles / 25 mpg = <<50/25=2>>2 gallons
How much will Carla spend on gas? ** Then multiple the gallons of gas by the price per gallon to find the total cost: 2 gallons * $2.50 = $<<2*2.5=5>>5
#### 5"
